1,2018-01-23 12:19:28,http://fl0ckfl0ck.info,202.179.177.21,8.8.8.8
2,2018-01-23 13:19:30,http://fl0ckfl0ck.info,202.179.177.21,8.8.8.8
3,2018-01-23 14:19:32,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
4,2018-01-23 15:19:35,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
5,2018-01-23 16:19:37,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
6,2018-01-23 17:19:38,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
7,2018-01-23 18:19:39,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
8,2018-01-23 19:19:40,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
9,2018-01-23 20:19:41,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
10,2018-01-23 21:19:43,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
11,2018-01-23 22:19:44,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
12,2018-01-23 23:20:03,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
13,2018-01-24 00:20:04,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
14,2018-01-24 01:20:05,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
15,2018-01-24 02:20:07,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
16,2018-01-24 03:20:08,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
17,2018-01-24 04:20:10,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
18,2018-01-24 05:20:11,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
19,2018-01-24 06:20:12,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
20,2018-01-24 07:20:13,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
21,2018-01-24 08:20:15,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
22,2018-01-24 09:20:16,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
23,2018-01-24 10:20:17,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
24,2018-01-24 11:20:19,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
25,2018-01-24 12:20:20,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
26,2018-01-24 13:20:21,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
27,2018-01-24 14:20:22,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
28,2018-01-24 15:20:24,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
29,2018-01-24 16:20:25,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
30,2018-01-24 17:20:26,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
31,2018-01-24 18:20:28,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
32,2018-01-24 19:20:30,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
33,2018-01-24 20:20:31,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
34,2018-01-24 21:20:33,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
35,2018-01-24 22:20:34,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
36,2018-01-24 23:20:35,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
37,2018-01-25 00:20:37,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
38,2018-01-25 01:20:38,http://fl0ckfl0ck.info,120.50.131.112,8.8.8.8
